Input Title,Input Year,Country 1,Country 2,Country 3,Country 4,Language 1,Language 2,Language 3,Language 4,Lang 1,Lang 2,Lang 3,Lang 4,Output Title (for verification),Output Release Date (for verification)
"The Adventures of Rocky & Bullwinkle",2001,Germany,United States of America,,,English,,,,en,,,,"The Adventures of Rocky & Bullwinkle",2000-06-30
"The Horseman",2010,Australia,,,,English,,,,en,,,,"The Horseman",2008-08-03
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"The Horseman",2008-08-03
"The Taste of Others",2001,France,,,,Français,,,,fr,,,,"Le goût des autres",2000-03-01
"2 Days in Paris",2007,France,Germany,,,English,Français,,,en,fr,,,"Le goût des autres",2000-03-01
"Blessed",2009,United Kingdom,,,,English,,,,en,,,,"Blessed",2008-10-24
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Blessed",2008-10-24
"2 Days in Paris",2007,France,Germany,,,English,Français,,,en,fr,,,"Blessed",2008-10-24
"Requiem for a Dream",2001,United States of America,,,,English,,,,en,,,,"Requiem for a Dream",2000-10-06
"2 Days in Paris",2009,France,Germany,,,English,Français,,,en,fr,,,"2 Days In Paris",2007-02-09
"Whatever Happened to Brenda Hean?",2008,,,,,,,,,,,,,"2 Days In Paris",2007-02-09
"Accidents Happen",2010,Australia,United Kingdom,,,English,,,,en,,,,"Accidents Happen",2009-04-23
"The Marriage of Figaro",2009,Australia,,,,English,,,,en,,,,"The Marriage of Figaro",2009-02-24
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"The Marriage of Figaro",2009-02-24
"Broken Sun",2008,Australia,,,,English,日本語,,,en,ja,,,"Broken Sun",2010-11-19
"Storm Surfers 3D",2012,Australia,,,,English,,,,en,,,,"Storm Surfers 3D",2012-08-13
"Hunt Angels",2006,Australia,,,,English,,,,en,,,,"Hunt Angels",2006-08-10
"Forbidden Lie$",2007,Australia,,,,العربية,English,,,ar,en,,,"Forbidden Lie$",2007-02-25
"Real Anime 2012",2012,,,,,,,,,,,,,"Forbidden Lie$",2007-02-25
"Rugrats in Paris: The Movie",2001,,,,,,,,,,,,,"Forbidden Lie$",2007-02-25
"Ten Empty",2008,,,,,English,,,,en,,,,"Ten Empty",2008-01-01
"Walking in Water",2002,,,,,,,,,,,,,"Ten Empty",2008-01-01
"Stone Bros.",2009,,,,,,,,,,,,,"Stone Bros",2009-09-24
"2 Days in Paris",2007,France,Germany,,,English,Français,,,en,fr,,,"Stone Bros",2009-09-24
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Stone Bros",2009-09-24
"Egypt 3D: Secrets of the Mummies",2009,,,,,,,,,,,,,"Stone Bros",2009-09-24
"Shadow of the Vampire",2001,United States of America,,,,English,,,,en,,,,"Shadow of the Vampire",2000-05-15
"2 Days in Paris",2008,France,Germany,,,English,Français,,,en,fr,,,"Shadow of the Vampire",2000-05-15
"Empties",2009,Czech Republic,,,,Český,,,,cs,,,,"Vratné lahve",2007-03-08
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Vratné lahve",2007-03-08
"The Conversation (Re)",2002,,,,,,,,,,,,,"Vratné lahve",2007-03-08
"Night (2007)",2008,United States of America,,,,English,,,,en,,,,"WWE One Night Stand 2007",2007-06-03
"Farce of the Penguins",2007,United States of America,,,,English,,,,en,,,,"Farce of the Penguins",2007-01-30
"Jindabyne",2007,Australia,,,,English,,,,en,,,,"Farce of the Penguins",2007-01-30
"This American Life - Live!",2012,,,,,,,,,,,,,"This American Life Live: The Invisible Made Visible",2012-05-10
"You and Your Stupid Mate",2005,,,,,,,,,,,,,"You and Your Stupid Mate",2005-05-24
"Hey, Hey, It's Esther Blueburger",2008,,,,,,,,,,,,,"Hey Hey It's Esther Blueburger",2008-04-10
"Blame",2011,Australia,,,,English,,,,en,,,,"Blame",2010-09-12
"Beware of Greeks Bearing Guns",2002,Australia,Greece,,,ελληνικά,English,,,el,en,,,"Fovou Tous Ellines",2000-01-27
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Fovou Tous Ellines",2000-01-27
"Guinevere",2001,United States of America,,,,English,,,,en,,,,"Guinevere",1999-09-24
"Journey to Mecca",2009,United States of America,Canada,,,English,العربية,,,en,ar,,,"Journey to Mecca",2009-01-07
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Journey to Mecca",2009-01-07
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Journey to Mecca",2009-01-07
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Journey to Mecca",2009-01-07
"The Chifleys of Busby Street",2009,,,,,,,,,,,,,"Journey to Mecca",2009-01-07
"Jindabyne",2007,Australia,,,,English,,,,en,,,,"Journey to Mecca",2009-01-07
"2 Days in Paris",2007,France,Germany,,,English,Français,,,en,fr,,,"Journey to Mecca",2009-01-07
"One Perfect Day",2004,,,,,English,,,,en,,,,"One Perfect Day",2004-02-19
"Ekam Son of Soil",2010,,,,,,,,,,,,,"Ekam – Son of Soil",
"Beneath Clouds",2002,Australia,,,,English,,,,en,,,,"Beneath Clouds",2003-01-17
"$9.99 ",2008,Australia,Israel,,,English,,,,en,,,,"$9.99",2009-04-29
"2 Days in Paris",2008,France,Germany,,,English,Français,,,en,fr,,,"$9.99",2009-04-29
"Global Haywire",2008,,,,,,,,,,,,,"$9.99",2009-04-29
"Beautiful (2009)",2009,,,,,,,,,,,,,"$9.99",2009-04-29
"2 Days in Paris",2008,France,Germany,,,English,Français,,,en,fr,,,"$9.99",2009-04-29
"Prime Mover",2009,,,,,,,,,,,,,"Prime Mover",2009-02-08
"2 Days in Paris",2007,France,Germany,,,English,Français,,,en,fr,,,"Prime Mover",2009-02-08
"Cedar Boys",2009,,,,,,,,,,,,,"Cedar Boys",2009-01-01
"Aashayein (Wishes)",2010,,,,,,,,,,,,,"Cedar Boys",2009-01-01
"Impact",2005,United States of America,,,,English,,,,en,,,,"Impact",1949-03-20
"Paul Kelly: Stories of Me",2012,,,,,,,,,,,,,"Paul Kelly: Stories of Me",2012-08-12
"Happy Feet Two",2012,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Paul Kelly: Stories of Me",2012-08-12
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Paul Kelly: Stories of Me",2012-08-12
"Tere Ishq Nachaya",2010,,,,,,,,,,,,,"Paul Kelly: Stories of Me",2012-08-12
"Wild Ocean 3D",2008,United States of America,,,,English,,,,en,,,,"Wild Ocean",2008-04-14
"2 Days in Paris",2007,France,Germany,,,English,Français,,,en,fr,,,"Wild Ocean",2008-04-14
"Lucky Numbers",2001,France,United States of America,,,English,,,,en,,,,"Lucky Numbers",2000-01-01
"Caterpillar Wish",2006,Australia,,,,English,,,,en,,,,"The Caterpillar Wish",2006-06-08
"Warren Miller's Playground Tour",2008,,,,,,,,,,,,,"The Caterpillar Wish",2006-06-08
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"The Caterpillar Wish",2006-06-08
"Every Jack Has a Jill",2010,Canada,France,,,English,Français,,,en,fr,,,"Jusqu'à toi",2009-11-26
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Jusqu'à toi",2009-11-26
"Strange Bedfellows",2004,,,,,,,,,,,,,"Jusqu'à toi",2009-11-26
"The Combination",2009,Australia,,,,English,,,,en,,,,"The Combination",2009-02-26
"2 Days in Paris",2008,France,Germany,,,English,Français,,,en,fr,,,"The Combination",2009-02-26
"2 Days in Paris",2007,France,Germany,,,English,Français,,,en,fr,,,"The Combination",2009-02-26
"Mummies",2007,,,,,,,,,,,,,"Russia's Modern Mummies",
"Rock n Roll Nerd",2008,Australia,,,,,,,,,,,,"Tim Minchin: Rock n' Roll Nerd",2008-08-08
"Bad Eggs",2003,Australia,,,,English,,,,en,,,,"Bad Eggs",2003-07-24
"Yolngu Boy",2001,Australia,,,,English,,,,en,,,,"Yolngu Boy",2001-03-22
"Dr. T & the Women",2001,United States of America,,,,English,,,,en,,,,"Dr. T and the Women",2000-10-13
"Happy Feet Two",2011,Australia,,,,English,Český,Français,Deutsch,en,cs,fr,de,"Dr. T and the Women",2000-10-13
"Housos Vs Authority",2012,Australia,,,,English,,,,en,,,,"Housos vs. Authority",2012-11-01
"The Tender Hook",2008,Australia,,,,English,,,,en,,,,"The Tender Hook",2008-11-06
"Sennentuntschi",2011,Switzerland,,,,Deutsch,,,,de,,,,"Sennentuntschi",2010-09-23
"Bock for President",2010,,,,,,,,,,,,,"Sennentuntschi",2010-09-23
"Vienna's Lost Daughters",2007,,,,,,,,,,,,,"Sennentuntschi",2010-09-23
"Schwerkraft",2010,,,,,Deutsch,,,,de,,,,"Schwerkraft",2010-03-24
"Brand",2011,,,,,,,,,,,,,"Brand",2011-11-01
"Liebe Geschichte (Lovely Story)",2011,,,,,,,,,,,,,"Brand",2011-11-01
"Der Fall des Lemming (The Decline of Lemming)",2009,Austria,,,,Deutsch,,,,de,,,,"Der Fall des Lemming",2009-10-02
"Der Atem des Himmels",2010,,,,,,,,,,,,,"Der Fall des Lemming",2009-10-02
"Unter Strom",2010,,,,,,,,,,,,,"Der Fall des Lemming",2009-10-02
"März",2008,United States of America,,,,English,,,,en,,,,"Madman",1982-01-01
"Der Kameramörder",2010,Austria,Switzerland,Hungary,,Deutsch,Magyar,,,de,hu,,,"Der Kameramörder",2010-02-09
"Trains of Thoughts",2012,,,,,,,,,,,,,"Der Kameramörder",2010-02-09
"New York November",2011,,,,,,,,,,,,,"Der Kameramörder",2010-02-09
"Evolution Der Gewalt",2012,,,,,,,,,,,,,"Der Kameramörder",2010-02-09
"Richtung Nowa Huta",2012,,,,,,,,,,,,,"Der Kameramörder",2010-02-09
"Periferic (Outbound)",2011,Romania,,,,,,,,,,,,"Periferic",2010-08-14
"Low Definition Control - Malfunctions",2012,Germany,,,,Deutsch,,,,de,,,,"Low Definition Control — Malfunctions #0",2011-10-23
"Museum Hours",2012,Austria,United States of America,,,Deutsch,English,,,de,en,,,"Museum Hours",2013-06-28
"Harodim",2012,Austria,,,,English,,,,en,,,,"The Lazarus Protocol",2012-11-08
"Stillleben",2012,Austria,,,,Deutsch,,,,de,,,,"Stillleben",2012-01-26
"Almfilm",2007,,,,,,,,,,,,,"Stillleben",2012-01-26
"Aus der Zeit",2007,,,,,,,,,,,,,"Stillleben",2012-01-26
"Knistern der Zeit - Christoph Schlingensief und sein Operndorf in Burkina Faso",2012,Burkina Faso,,,,Deutsch,Français,English,,de,fr,en,,"Knistern der Zeit - Christoph Schlingensief und sein Operndorf in Burkina Faso",2012-06-06
"Zum dritten Pol",2010,,,,,,,,,,,,,"Knistern der Zeit - Christoph Schlingensief und sein Operndorf in Burkina Faso",2012-06-06
"Baryllis Baked Beans",2011,,,,,,,,,,,,,"Baryllis Baked Beans",2012-03-14
"Rimini",2009,,,,,,,,,,,,,"Rimini, Rimini - un anno dopo",1988-01-01
"Wie man leben soll (The Way to Live)",2011,Austria,Denmark,,,Deutsch,,,,de,,,,"Wie man leben soll",2013-08-11
"Domaine",2010,France,Austria,,,Français,,,,fr,,,,"Domaine",2012-01-13
"Gangster Girls",2009,,,,,,,,,,,,,"Gangster Girls",
"Tag Und Nacht (Day and Night)",2010,United States of America,,,,English,,,,en,,,,"Night and Day",1946-07-02
"Darum",2008,Austria,,,,Deutsch,,,,de,,,,"Darum",2008-03-07
"Weltrevolution",2008,,,,,,,,,,,,,"WorldRevolution",2011-10-13
"Die unabsichtliche Entführung der Frau Elfriede Ott",2010,Austria,,,,Deutsch,,,,de,,,,"Die unabsichtliche Entführung der Frau Elfriede Ott",2010-10-01
"Life Size Memories",2012,,,,,,,,,,,,,"Die unabsichtliche Entführung der Frau Elfriede Ott",2010-10-01
"Die Lebenden",2012,,,,,Deutsch,English,Română,,de,en,ro,,"Die Lebenden",2012-09-25
"Headshots",2012,,,,,,,,,,,,,"Die Lebenden",2012-09-25
"Oh Yeah, She Performs!",2012,,,,,,,,,,,,,"Die Lebenden",2012-09-25
"Der prozess",2011,,,,,Deutsch,,,,de,,,,"Der Prozess",2011-08-27
"Muezzin",2010,,,,,,,,,,,,,"Alger: prière du muezzin",1896-12-17
"La terre de la folie (Earth Madness)",2010,,,,,,,,,,,,,"Alger: prière du muezzin",1896-12-17
"Un Secret",2009,France,,,,Français,,,,fr,,,,"Un secret",2007-10-03
"In 3 Tagen bist du tot 2",2008,Austria,,,,Deutsch,,,,de,,,,"In 3 Tagen bist du tot 2",2008-12-25
"Keine Insel - Die Palmers Entführung 1977",2007,,,,,,,,,,,,,"In 3 Tagen bist du tot 2",2008-12-25
"Hot Spot",2011,United States of America,,,,,,,,,,,,"Hot Spot",1945-07-15
"The Woman with the 5 Elephants",2010,Switzerland,,,,Deutsch,,,,de,,,,"Die Frau mit den 5 Elefanten",2010-01-09
"Mana: Beyond Belief",2007,,,,,,,,,,,,,"Die Frau mit den 5 Elefanten",2010-01-09
"Echte Wiener II - Die Deppat'n und die Gspritzt'n",2010,Austria,,,,Deutsch,,,,de,,,,"Echte Wiener 2 - Die Deppat'n und die Gspritzt'n",2010-12-23
"Daca bobul nu moare",2011,,,,,,,,,,,,,"Daca bobul nu moare",2010-01-01
"Bye Bye Blackbird",2008,Austria,Luxembourg,Germany,United Kingdom,English,Srpski,,,en,sr,,,"Bye Bye Blackbird",2005-10-14
"Hogi's Family",2009,,,,,,,,,,,,,"Bye Bye Blackbird",2005-10-14
"Sahara In Mir (Sahara In Me)",2012,,,,,,,,,,,,,"Bye Bye Blackbird",2005-10-14
"The End of the Neubacher Project",2008,,,,,,,,,,,,,"Bye Bye Blackbird",2005-10-14
"Children of the Prophet",2007,,,,,,,,,,,,,"Bye Bye Blackbird",2005-10-14
"The World According to Irving",2012,Germany,,,,English,Deutsch,,,en,de,,,"The World According to Irving",2012-03-01
"Inside America",2011,,,,,,,,,,,,,"Inside America",2010-09-11
"Du hast es versprochen (Forgotten)",2012,Germany,,,,Deutsch,,,,de,,,,"Du hast es versprochen",2012-12-20
"Flieger Uber Amazonien (Plane above Amazonia)",2009,,,,,,,,,,,,,"Du hast es versprochen",2012-12-20
"Freigesprochen",2008,,,,,,,,,,,,,"Freigesprochen",2007-01-01
"Nr. 7",2012,,,,,,,,,,,,,"Studie Nr. 7",
"Schwarzkopf",2011,,,,,,,,,,,,,"Schwarzkopf - Das ist Chaos, Bruder!",2011-05-06
"Cilgin Turkler - Gorev Somali",2009,,,,,,,,,,,,,"Schwarzkopf - Das ist Chaos, Bruder!",2011-05-06
"Widerstand in Haiderland (Resistance in Haidercountry)",2010,,,,,,,,,,,,,"Widerstand in Haiderland",
"Zuruck z.e. unbekannten anfang",2007,,,,,,,,,,,,,"Widerstand in Haiderland",
"Stoff Der Heimat (The Fabric of Home)",2012,,,,,,,,,,,,,"Widerstand in Haiderland",
"7915 Km",2009,,,,,English,,,,en,,,,"7915 Km",
"Abendland",2011,,,,,,,,,,,,,"Abendland",2011-03-31
"Empire Me - Der Staat bin ich!",2012,,,,,English,,Deutsch,Italiano,en,mk,de,it,"Empire Me - Der Staat bin ich!",2011-10-28
"Hana, dul, sed",2011,Austria,,,,한국어/조선말,English,,,ko,en,,,"Hana, dul, sed",2009-10-09
"Pepperminta",2010,,,,,,,,,,,,,"Pepperminta",2009-09-05
"20 Seconds of Joy",2009,,,,,,,,,,,,,"20 Seconds of Joy",2012-01-01
"Total Privat - Sasvim Licno",2007,,,,,,,,,,,,,"20 Seconds of Joy",2012-01-01
"Nachtschichten (Night Shifts)",2012,,,,,,,,,,,,,"20 Seconds of Joy",2012-01-01
"Tout est pardonné (All Is Forgiven)",2009,France,Austria,,,Français,Deutsch,,,fr,de,,,"Tout est pardonné",2007-09-26
"Gurbet - In der Fremde (Gurbet - Away from Home)",2009,,,,,,,,,,,,,"Tout est pardonné",2007-09-26
"Wie zwischen Himmel und Erde (Escape from Tibet)",2012,Switzerland,Germany,India,,,,,,,,,,"Wie zwischen Himmel und Erde",2012-05-30
"Das Pferd Auf Dem Balkon",2012,,,,,,,,,,,,,"Wie zwischen Himmel und Erde",2012-05-30
"Friday Night Horror",2012,,,,,,,,,,,,,"Wie zwischen Himmel und Erde",2012-05-30
"Quei loro incontri",2007,,,,,,,,,,,,,"Quei loro incontri",2006-09-07
"Kurz davor ist es passiert",2007,,,,,,,,,,,,,"Kurz davor ist es passiert",
"Herrn Kukas Empfehlungen",2008,,,,,,,,,,,,,"Kurz davor ist es passiert",
"What Happiness Is",2012,,,,,,,,,,,,,"Kurz davor ist es passiert",
"Kuma",2012,,,,,Deutsch,Türkçe,,,de,tr,,,"Kuma",2012-02-09
"Stealing Klimt",2007,,,,,,,,,,,,,"Kuma",2012-02-09
"1810 - Fur eine Hand Voll Kaspressknoedle",2011,,,,,,,,,,,,,"Kuma",2012-02-09
"Spanking Devils",2008,,,,,,,,,,,,,"Kuma",2012-02-09
"Outing",2012,,,,,Deutsch,,,,de,,,,"Outing",2011-01-01
"Herzausreisser - Neues vom Wienerlied",2008,,,,,,,,,,,,,"Outing",2011-01-01
"Six Million and One",2012,,,,,,,,,,,,,"Six Million and One",2012-03-22
"Anfang 80",2011,,,,,Deutsch,,,,de,,,,"Anfang 80",2011-12-30
"Blue Danube: Cowboy Udo Proksch Out of Control",2010,,,,,,,,,,,,,"Anfang 80",2011-12-30
"Spanien",2012,,,,,,,,,,,,,"Anfang 80",2011-12-30
"Heile Welt",2007,,,,,,,,,,,,,"Heile Welt",2007-01-17
"Vielleicht in einem anderen Leben (In Another Lifetime)",2011,Austria,Hungary,Germany,,Deutsch,,,,de,,,,"Vielleicht in einem anderen Leben",
"Günter Wallraff: Schwarz auf Weiss",2010,,,,,,,,,,,,,"Vielleicht in einem anderen Leben",
"In Die Welt",2008,Germany,,,,Deutsch,,,,de,,,,"Texas - Doc Snyder hält die Welt in Atem",1993-01-01
"Black Brown White",2011,,,,,,,,,,,,,"Black Brown White",2011-11-03
"Will You Marry Us?",2010,,,,,,,,,,,,,"Black Brown White",2011-11-03
"Grenzgänger (Crossing Boundaries)",2012,,,,,,,,,,,,,"Crossing Boundaries",
"Der Unbekannte Soldat",2007,,,,,,,,,,,,,"Der unbekannte Soldat",2006-09-21
"Kleine Fische (2009)",2009,,,,,,,,,,,,,"Der unbekannte Soldat",2006-09-21
"Smitty",2012,,,,,English,,,,en,,,,"Smitty",2012-04-10
"Schlimmer geht's nimmer!",2008,,,,,,,,,,,,,"Smitty",2012-04-10
"The Race",2010,Ireland,Germany,,,Deutsch,,,,de,,,,"The Race",2009-10-28
"Der Letzte Jude Von Drohobytsch (The Last Jew Of Drohobytsch)",2012,Poland,Ukraine,,,Polski,,,,pl,,,,"The Last Jew from Drohobych",2012-01-01
"Ein Rucksack voller Lügen (1996) (Re)",2008,,,,,,,,,,,,,"The Last Jew from Drohobych",2012-01-01
"AUN: The Beginning and the End of All Things",2011,,,,,日本語,,,,ja,,,,"AUN: The Beginning and the End of All Things",2011-01-30
"Echte Wiener - Die Sackbauer-Saga",2008,Austria,,,,,,,,,,,,"Echte Wiener - Die Sackbauer-Saga",2008-12-19
"Bulb Fiction",2011,,,,,Deutsch,,,,de,,,,"Bulb Fiction",2012-05-15
"Mozart in China",2008,United States of America,,,,English,,,,en,,,,"From Mao to Mozart: Isaac Stern in China",1981-02-23
"Was du nicht siehst (What You Don't See)",2011,Germany,Austria,,,Deutsch,,,,de,,,,"Was du nicht siehst",2011-07-07
"Slatin Pasha - On Her Majesty's Service",2012,,,,,,,,,,,,,"Was du nicht siehst",2011-07-07
"Hermes Phettberg - Elender",2007,,,,,,,,,,,,,"Hermes Phettberg, Elender",
"Rumpelstilzchen",2007,,,,,,,,,,,,,"Rumpelstilzchen",2006-12-24
"This Prison Where I Live",2010,United Kingdom,Germany,,,English,Deutsch,,,en,de,my,,"This Prison Where I Live",2010-06-28
"Pippi Långstrump (1969) (Re)",2008,,,,,,,,,,,,,"This Prison Where I Live",2010-06-28
"Loos Ornamental",2008,,,,,,,,,,,,,"This Prison Where I Live",2010-06-28
"Futures Past",2012,,,,,,,,,,,,,"This Prison Where I Live",2010-06-28
"Prater",2007,Austria,,,,Deutsch,,,,de,,,,"Im Prater blüh'n wieder die Bäume",1958-08-01
"Uni Brennt - Bildungsprotest 2.0 (University is Burning)",2010,,,,,,,,,,,,,"Im Prater blüh'n wieder die Bäume",1958-08-01
"Das Vaterspiel",2009,,,,,,,,,,,,,"Das Vaterspiel",2009-11-26
"Die Frauenkarawane (The Caravan of Women)",2010,,,,,,,,,,,,,"Das Vaterspiel",2009-11-26
"The Forgotten Space",2012,,,,,,,,,,,,,"The Forgotten Space",2010-12-31
"Yasuni - dos segundos de vida",2011,,,,,,,,,,,,,"The Forgotten Space",2010-12-31
"Die verrückte Welt der Ute Bock",2010,Austria,,,,Deutsch,,,,de,,,,"Die verrückte Welt der Ute Bock",2010-01-01
"Sturmfrei",2009,,,,,,,,,,,,,"Die verrückte Welt der Ute Bock",2010-01-01
"Film ist a Girl & a Gun",2009,,,,,,,,,,,,,"Film ist. a Girl & a Gun",
"Blutsfreundschaft",2009,,,,,Deutsch,,,,de,,,,"Blutsfreundschaft",2009-11-04
"Gypsy Spirit - Harri Stojka",2010,,,,,,,,,,,,,"Blutsfreundschaft",2009-11-04
"Haschisch",2008,Germany,Algeria,,,Deutsch,العربية,,,de,ar,,,"Haschisch",2002-10-30
"Cleveland Versus Wall Street - Mais mit dä Bänkler",2011,,,,,,,,,,,,,"Haschisch",2002-10-30
"Mama Illegal",2012,Austria,Moldova,,,Pусский,Deutsch,,,ru,de,,,"Mama Illegal",2012-09-28
"Life in Loops (A Megacities RMX)",2007,Austria,,,,English,हिन्दी,日本語,Pусский,en,hi,ja,ru,"Life in Loops (A Megacities RMX)",2006-01-01
"Nel giardino dei suoni (In the Garden of Sounds)",2012,,,,,,,,,,,,,"Life in Loops (A Megacities RMX)",2006-01-01
"Heil Hitler - Die Russen kommen",2012,,,,,,,,,,,,,"Life in Loops (A Megacities RMX)",2006-01-01
"Furcht & Zittern",2010,,,,,,,,,,,,,"Furcht",1917-03-06
"Rammbock",2010,Germany,Austria,,,Deutsch,,,,de,,,,"Rammbock",2010-09-09
"Griffen -Auf Den Spuren Von Peter Handke",2012,United States of America,,,,English,,,,en,,,,"The Hunger Games: Catching Fire",2013-11-22
"Eine von 8",2009,,,,,,,,,,,,,"The Hunger Games: Catching Fire",2013-11-22
"Die Lust der Frauen (The Desire of Women)",2011,,,,,,,,,,,,,"The Hunger Games: Catching Fire",2013-11-22
"Sommer 1972",2012,,,,,,,,,,,,,"The Hunger Games: Catching Fire",2013-11-22
"American Passages",2011,Austria,,,,English,,,,en,,,,"American Passages",
"Sisi Und Ich Erzahle Euch Die Wahrheit",2012,,,,,,,,,,,,,"American Passages",
"Einmal Mehr Als Nur Reden (More Than Just Talking)",2010,,,,,,,,,,,,,"American Passages",
"Crin blanc (White Mane) (Re)",2007,,,,,,,,,,,,,"American Passages",
"4 Models For The Devil",2012,,,,,,,,,,,,,"American Passages",
"Gibellina - Il Terremoto (Gibellina - The Earthquake)",2009,,,,,,,,,,,,,"American Passages",
"Mörderschwestern",2011,,,,,,,,,,,,,"American Passages",
"Meine liebe Republik",2007,,,,,,,,,,,,,"American Passages",
"See You Soon Again",2012,United States of America,Austria,,,English,,,,en,,,,"See You Soon Again",2012-09-28
"R.I.P. - Requiescant in Pace",2010,,,,,,,,,,,,,"See You Soon Again",2012-09-28
"Stadt Land Fluss (Harvest)",2012,Germany,,,,Deutsch,,,,de,,,,"Stadt Land Fluss",2011-06-23
"Tag Der Teufel",2008,Austria,,,,Deutsch,,,,de,,,,"Tag der Teufel",2007-10-29
"Little Alien",2009,,,,,,,,,,,,,"Little Alien",
"Gjallë (Alive!)",2011,,,,,shqip,,,,sq,,,,"Gjallë",2009-07-05
"Mein halbes Leben",2009,,,,,,,,,,,,,"Mein halbes Leben",2009-10-15
"What Is Love",2012,,,,,,,,,,,,,"What Is Love",2012-08-22
"Endlich Weltuntergang",2012,,,,,,,,,,,,,"What Is Love",2012-08-22
"Schreiben Und Das Schweigen",2010,,,,,,,,,,,,,"What Is Love",2012-08-22
"Hot Hot Hot",2011,,,,,,,,,,,,,"Hot Hot Hot",2012-12-05
"Mein Kampf",2010,Austria,Germany,Switzerland,,Deutsch,,,,de,,,,"Mein Kampf",2009-08-01
"Du Und Ich (You And Me)",2011,United States of America,,,,English,,,,en,,,,"You and Me",1938-06-03
"Faith's Corner",2007,,,,,,,,,,,,,"Faith's Corner",2005-11-18
"Shang xue lu shang",2007,,,,,,,,,,,,,"Faith's Corner",2005-11-18
"Ombline",2012,,,,,Français,,,,fr,,,,"Ombline",2012-09-12
"Vermist",2007,Belgium,,,,Nederlands,,,,nl,,,,"Vermist",2007-01-01
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"Vermist",2007-01-01
"Beyond the Steppes",2010,,,,,,,,,,,,,"Beyond the Steppes",
"La Consultation",2007,,,,,,,,,,,,,"Beyond the Steppes",
"Control X",2007,,,,,,,,,,,,,"Beyond the Steppes",
"Iep",2010,Belgium,Netherlands,,,Nederlands,,,,nl,,,,"Iep!",2010-04-20
"The Unspoken",2009,,,,,,,,,,,,,"Ankahee",1985-01-01
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Ghost Rider: Spirit of Vengeance",2011-12-10
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"Ghost Rider: Spirit of Vengeance",2011-12-10
"Qu'un seul tienne et les autres suivront (Silent Voice)",2010,,,,,,,,,,,,,"Ghost Rider: Spirit of Vengeance",2011-12-10
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"Ghost Rider: Spirit of Vengeance",2011-12-10
"Brasserie Romantiek",2012,Belgium,,,,Nederlands,,,,nl,,,,"Brasserie Romantiek",2012-12-18
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Brasserie Romantiek",2012-12-18
"Héros",2007,,,,,,,,,,,,,"Héros",2007-06-20
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Héros",2007-06-20
"Sammy's Adventures: The Secret Passage",2011,,,,,,,,,,,,,"Héros",2007-06-20
"En waar de sterre bleef stille staan (Little Baby Jesus of Flandr)",2010,,,,,,,,,,,,,"En waar de sterre bleef stille staan",2011-12-22
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"En waar de sterre bleef stille staan",2011-12-22
"Yek Khanévadéh-e Mohtaram (A Respectable Family)",2012,France,Iran,,,Français,,,,fr,fa,,,"Yek Khanévadéh-e Mohtaram",2012-10-31
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Yek Khanévadéh-e Mohtaram",2012-10-31
"Sammy's Adventures: The Secret Passage",2011,,,,,,,,,,,,,"Yek Khanévadéh-e Mohtaram",2012-10-31
"Le Criquet",2011,,,,,,,,,,,,,"Yek Khanévadéh-e Mohtaram",2012-10-31
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Yek Khanévadéh-e Mohtaram",2012-10-31
"David Susskind",2007,,,,,,,,,,,,,"Yek Khanévadéh-e Mohtaram",2012-10-31
"Black Diamond",2011,,,,,,,,,,,,,"Black Diamond",2010-09-14
